Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC (USD),URL,Traffic Volume,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ceiling light holder,10,10,170,10,0.35,https://ledsone.co.uk/collections/holder,0,0,0,1,67500000,"42,53,42,53,34,42,42,80,100,100,65,53",01/20/2026 13:07:46,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
e27 screw light bulbs,10,10,480,20,0.33,https://ledsone.co.uk/collections/e27-base-bulb,3,0.02,0,1,1570000,"67,16,100,45,24,10,36,36,0,36,30,36",01/17/2026 19:40:56,"Video, People also ask, Related searches",informational,Organic
old fashioned lamp shades,10,10,90,9,0.19,https://ledsone.co.uk/collections/lampshades,0,0,0,1,2680000,"41,52,41,52,52,52,41,41,41,100,64,82",01/22/2026 22:42:18,"Image pack, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
pendant lighting orange,10,10,170,8,0.52,https://ledsone.co.uk/products/industrial-pendant-lighting-with-32cm-orange-lampshade-over-the-kitchen-island,0,0,0,1,34300000,"34,65,34,15,81,81,43,28,43,100,100,81",03/01/2026 12:07:05,"Image pack, Popular products, Related searches","informational, transactional",Organic
black wall light plug in,10,10,110,5,0.44,https://ledsone.co.uk/products/black-wall-sconce-light-wall-mounted-plug-in-wall-light,0,0,0,1,88600000,"10,8,20,4,10,3,4,4,6,4,5,10",03/04/2026 11:46:02,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
wall light switch,10,10,320,10,0.34,https://ledsone.co.uk/collections/switches,1,0,0,1,602000000,"24,30,24,24,20,20,13,24,10,30,24,24",01/30/2026 17:41:13,"Video, Image, People also ask, Popular products, Related searches",commercial,Organic
big bayonet bulb,10,10,90,8,0.41,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,1,0,0,0.99,319000,"80,80,100,9,0,0,52,52,33,52,9,14",01/04/2026 17:03:29,"Video, Popular products, Related searches","informational, transactional",Organic
rose gold ceiling lighting,10,10,170,5,0.39,https://ledsone.co.uk/pl/collections/rose-gold-lighting/rose-gold,0,0,0,1,52200000,"35,43,43,29,29,43,35,29,22,10,22,43",01/14/2026 11:04:57,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
bayonet fitting led light bulbs,10,10,170,10,0.25,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,0,0,0,1,857000,"100,35,1,0,18,28,23,18,18,18,23,23",02/02/2026 13:49:59,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
caged lamp shade,10,10,110,9,0.33,https://ledsone.co.uk/products/metal-easy-fit-black-wire-cage,0,0,0,1,5730000,"23,23,5,17,53,53,7,7,10,35,35,35",02/27/2026 11:11:51,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
lighting cord,10,10,210,7,0.46,https://ledsone.co.uk/pages/cables-cords,0,0,0,1,538000000,"54,100,10,29,14,14,35,43,66,54,66,66",01/18/2026 17:29:00,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
bird lamps,10,10,170,7,0.34,https://ledsone.co.uk/products/black-raven-shape-rasin-bird-table-lamps-desk-lamp,0,0,0,1,49400000,"14,43,29,43,18,10,54,10,43,29,43,54",01/12/2026 10:25:29,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
what a b22 bulb,10,10,110,13,0.46,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,0,0,0,0.92,4790000,"64,64,52,52,52,52,64,41,52,64,100,82",02/07/2026 00:41:27,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
light shade collar ring,10,10,90,3,0.28,https://ledsone.co.uk/products/black-light-shade-collar-ring-adaptor-e27-lamp-bulb-holder-screw-plastic-4436,0,0,0,1,5660000,"34,42,42,34,34,34,42,26,34,26,34,53",01/23/2026 02:33:36,"Video, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
retro filament bulbs,10,10,1000,14,0.48,https://ledsone.co.uk/collections/vintage-bulbs,13,0.1,6,1,1690000,"62,100,62,81,62,62,62,10,55,100,100,81",02/14/2026 03:54:16,"Image pack, Video, Popular products, Related searches",informational,Organic
b22 light bulb,10,10,1300,22,0.37,https://ledsone.co.uk/collections/led-bulbs,6,0.04,2,1,2300000,"100,100,68,52,31,52,52,52,68,52,84,100",02/06/2026 08:16:46,"Video, Ads bottom, People also ask, Popular products, Related searches, AI overview",informational,Organic
industrial lampshades,10,10,210,7,0.33,https://ledsone.co.uk/collections/wire-cage,1,0,0,1,10200000,"66,43,100,100,8,10,81,8,54,14,18,29",01/17/2026 08:27:52,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
outdoor power supply,10,10,90,4,0.69,https://ledsone.co.uk/products/led-dc-12v-100w-rainproof-power-supply-outdoor-transformer,0,0,0,1,216000000,"100,42,33,33,42,42,52,66,52,42,33,23",01/05/2026 00:34:00,"Video, Video Carousel, Popular products, Related searches, AI overview","informational, transactional",Organic
screw bulb holder e27,10,10,260,6,0.48,https://ledsone.co.uk/products/black-click-in-screw-e27-light-bulb-lamp-holder-base-pendant-socket,1,0,0,1,2190000,"44,54,1,1,3,36,29,7,19,44,54,44",02/02/2026 13:32:50,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
green ceiling lamp shade,10,10,260,12,0.29,https://ledsone.co.uk/products/green-retro-metal-pendant-lampshade-ceiling-light-shade-easy-fit,3,0.02,0,1,30900000,"39,48,9,21,17,32,21,7,26,21,7,88",01/25/2026 08:42:30,"Image pack, Image, Popular products, Related searches",commercial,Organic
pendant lamp chain,10,10,90,3,0.39,https://ledsone.co.uk/collections/cord-grip-and-hanging-chains,0,0,0,1,11200000,"63,63,63,63,81,100,81,45,81,100,81,100",02/21/2026 14:59:56,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
mini lamp bulbs,10,10,140,12,0.3,https://ledsone.co.uk/products/led-light-bulb-5w-10w-15w-20w-mini-stick-shape-b22-e27-cold-white-bulbs-4993,0,0,0,1,23400000,"65,53,53,42,42,53,53,26,34,65,65,53",01/31/2026 23:29:35,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
steampunk ceiling lights,10,10,90,6,0.37,https://ledsone.co.uk/products/vintage-industrial-water-pipe-ceiling-pipework-pendant-retro-steampunk-lights-uk,0,0,0,1,951000,"29,64,41,64,64,29,29,29,41,41,52,64",01/13/2026 15:27:59,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
e27 lamp base,10,10,140,14,0.37,https://ledsone.co.uk/collections/metal-holders,0,0,0,1,6120000,"65,65,53,42,34,42,7,42,53,65,80,100",01/13/2026 01:45:10,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
floral glass lampshade,10,10,110,16,0.54,https://ledsone.co.uk/products/modern-floral-glass-pendant-light-easy-fit-lamp-shade,0,0,0,1,9840000,"64,64,82,100,82,64,64,0,64,64,82,64",01/24/2026 10:00:34,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
12v transformer for lights,10,10,140,,0.36,https://ledsone.co.uk/collections/led-transformers,0,0,0,0.99,4780000,"80,80,53,34,53,65,53,26,42,65,100,0",01/11/2026 18:31:19,"Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
weight machine weight machine,10,10,2400,28,0.46,https://ledsone.co.uk/pl/collections/weighing-scale,3,0.02,1,1,1050000000,"36,100,80,80,80,66,66,1,52,80,66,52",01/16/2026 15:07:39,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
e27 led light bulbs,10,10,480,22,0.37,https://ledsone.co.uk/collections/e27-base-bulb,1,0,0,1,5690000,"66,3,0,2,0,1,0,1,2,1,1,2",02/03/2026 14:17:15,"Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
large screw in bulbs,10,10,140,14,0.27,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,21800000,"15,28,8,6,5,5,11,23,28,23,35,66",01/18/2026 17:39:54,"Image pack, People also ask, Popular products, Related searches",informational,Organic
3 4 pipe connector,10,10,90,,0.74,https://ledsone.co.uk/products/3-4-inch-industrial-malleable-iron-pipe-fittings-connectors-joints,0,0,0,1,74800000,"28,28,64,78,100,78,64,64,64,78,64,64",01/22/2026 05:55:05,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
decorative bulbs e27,10,10,170,5,0.39,https://ledsone.co.uk/collections/e27-base-bulb,3,0.02,1,1,3860000,"80,100,42,42,53,53,42,26,42,80,80,80",03/01/2026 21:05:48,"Video, Popular products, Related searches",informational,Organic
large edison bulbs,10,10,140,12,0.41,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,3230000,"53,34,42,42,34,34,53,53,42,42,53,80",01/13/2026 21:33:48,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
pendant lighting stained glass,10,10,90,9,0.43,https://ledsone.co.uk/products/vintage-tiffany-style-stained-glass-shade-fixtures-4541,0,0,0,1,14100000,"50,78,100,64,64,64,64,35,78,78,64,64",02/21/2026 22:35:10,"Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
4 way electrical connector,10,10,110,7,0.37,https://ledsone.co.uk/products/4way-connector-wire-pole-push-reusable-terminal-block-electric-cable,0,0,0,1,101000000,"64,52,41,41,52,41,52,82,64,82,64,100",02/25/2026 19:28:17,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
metal hanging light shade,10,10,110,4,0.34,https://ledsone.co.uk/collections/easy-fit-metal-shade,0,0,0,1,25300000,"42,52,66,52,66,52,52,23,52,80,66,66",02/27/2026 19:54:44,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
3 pendant ceiling light,10,10,720,11,0.43,https://ledsone.co.uk/collections/three-outlet-lighting,3,0.02,1,1,67000000,"67,100,67,67,45,45,36,55,45,55,76,76",01/21/2026 18:44:13,"Image pack, Video, Popular products, Related searches","commercial, informational",Organic
best scale for bathroom,10,10,320,40,0.31,https://ledsone.co.uk/collections/weighing-scale,0,0,0,1,101000000,"0,0,24,13,13,24,20,3,100,5,6,76",02/01/2026 15:11:49,"Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
bulb holder with socket,10,10,90,23,0.28,https://ledsone.co.uk/collections/metal-holders,0,0,0,1,12600000,"78,50,64,64,0,64,78,50,64,78,100,78",01/22/2026 09:39:06,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
25w light bulb,10,10,140,21,0.33,https://ledsone.co.uk/products/25w-e27-light-bulb-energy-saving-lamp-warm-white-globe,0,0,0,1,3360000,"23,18,23,23,28,15,18,15,18,23,35,23",01/12/2026 20:37:30,"Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
e27 edison bulb,10,10,260,11,0.39,https://ledsone.co.uk/collections/vintage-bulbs,3,0.02,1,1,0,"44,54,23,28,18,23,35,35,35,66,54,81",02/28/2026 10:11:34,"Video, Popular products, Related searches","commercial, informational",Organic
led retro light bulbs,10,10,260,9,0.44,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,12900000,"66,66,18,23,44,54,35,11,23,66,54,54",02/26/2026 11:47:31,"Video, Image, Popular products, Related searches","informational, transactional",Organic
e27 bulb outdoor,10,10,90,6,0.44,https://ledsone.co.uk/products/s14-shatter-proof-e27-base-1w-bulb,0,0,0,1,8660000,"64,50,100,64,78,64,64,78,64,64,64,50",01/04/2026 15:06:20,"Popular products, Related searches, Discussions and forums",commercial,Organic
ceiling light hook,10,10,590,9,0.34,https://ledsone.co.uk/collections/hooks-and-rings,2,0.01,0,1,59200000,"72,59,59,48,48,39,48,59,59,59,72,100",01/24/2026 22:52:25,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
modern bedroom light,10,10,320,12,0.4,https://ledsone.co.uk/collections/bedroom-lighting,0,0,0,1,291000000,"23,35,54,54,28,28,66,44,66,66,100,81",01/25/2026 21:09:36,"Image pack, Video, Image, Video Carousel, Popular products, Related searches",informational,Organic
lounge clock,10,10,90,16,0.21,https://ledsone.co.uk/collections/clocks/clocks,1,0,0,1,65600000,"50,78,50,78,64,50,50,50,64,64,78,100",02/17/2026 14:57:10,"Video, Image, Popular products, Related searches",commercial,Organic
punch bag desk,10,10,140,16,0.46,https://ledsone.co.uk/products/stress-release-desktop-punching-ball-boxing-bag-with-suction-cup,0,0,0,1,10900000,"100,28,0,0,28,23,28,12,28,17,17,100",02/03/2026 05:22:17,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
lights on a cable,10,10,260,5,0.46,https://ledsone.co.uk/pages/cables-cords,0,0,0,1,283000000,"44,66,28,23,66,0,35,11,28,66,81,66",02/26/2026 02:02:09,"Image pack, Video, Video Carousel, Popular products, Related searches",informational,Organic
white blackboard with stand,10,10,210,14,0.4,https://ledsone.co.uk/products/stand-magnetic-easel-style-dry-erase-portable-white-board-5309,1,0,0,1,1130000000,"53,53,28,12,66,66,53,23,35,100,82,82",01/24/2026 00:01:43,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
energy saving led light bulbs,10,10,260,22,0.58,https://ledsone.co.uk/collections/energy-saving-led-light-bulbs,0,0,0,1,8820000,"29,29,23,23,54,36,23,19,19,36,36,29",03/02/2026 01:00:42,"Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
best plunger for a toilet,10,10,210,20,0.26,https://ledsone.co.uk/collections/bath-products,0,0,0,1,9110000,"80,80,80,53,100,100,53,26,42,80,80,100",02/27/2026 03:37:34,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
electric cable lighting,10,10,110,8,0.27,https://ledsone.co.uk/pages/cables-cords,0,0,0,1,99400000,"29,64,64,82,64,64,41,64,100,100,82",01/20/2026 19:14:50,"Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
dc in power adapter,10,10,110,12,0.37,https://ledsone.co.uk/products/ac-dc-12v-12w-power-supply-adapter-charger-transformer-for-3528-5050-led-strip,0,0,0,1,62800000,"64,64,64,64,0,0,82,41,64,100,100,82",02/21/2026 15:20:51,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
vintage bulb lamp,10,10,260,12,0.48,https://ledsone.co.uk/pages/vintage-bulbs,1,0,0,1,18200000,"24,13,2,5,67,55,0,2,2,10,45,30",01/31/2026 14:15:25,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
vintage kitchen lighting,10,10,110,4,0.33,https://ledsone.co.uk/collections/vintage-lights-for-kitchen-lights,0,0,0,1,61600000,"64,82,52,64,41,52,23,52,64,64,64,64",03/01/2026 23:36:48,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
lamp receptacle,10,10,210,9,0.35,https://ledsone.co.uk/products/e27-bulb-light-socket-ip20-hard-wired-screw-retro-metal-socket-lamp-holder-4460,0,0,0,1,4230000,"53,53,28,12,66,66,53,23,43,82,82,82",01/27/2026 09:08:22,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
led bayonet fitting,10,10,210,9,0.25,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,0,0,0,1,3390000,"100,35,18,8,23,35,23,11,18,66,54,66",02/16/2026 09:58:14,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
connector with wire,10,10,3600,19,0.29,https://ledsone.co.uk/products/4way-connector-wire-pole-push-reusable-terminal-block-electric-cable,5,0.04,1,1,106000000,"100,100,0,0,81,100,36,0,43,81,66,66",03/01/2026 14:04:40,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
industrial style lamp shade,10,10,90,8,0.32,https://ledsone.co.uk/collections/wire-cage,0,0,0,1,8420000,"26,34,53,34,26,34,26,34,42,42,42,65",02/26/2026 15:03:42,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
wicker ceiling lamp shades,10,10,210,15,0.33,https://ledsone.co.uk/collections/rattan-lamp,0,0,0,1,2930000,"42,100,80,80,65,53,65,100,53,80,100,65",03/01/2026 23:23:30,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
